Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool,entities,URL,Hashtags,Video
"RT @ChampionsLeague: Who are you bringing in this week? 🤷‍♂️

#UCLfantasy | @playstationEU",12/04/2022 18:02,1.51394E+18,ChampionsLeague,,,78,0,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCLfantasy', 'indices': [62, 73]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ChampionsLeague', 'name': 'UEFA Champions League', 'id': 627673190, 'id_str': '627673190', 'indices': [3, 19]}, {'screen_name': 'PlayStationEU', 'name': 'PlayStation Europe', 'id': 36969785, 'id_str': '36969785', 'indices': [76, 90]}], 'urls': []}",www.twitter.com/championsleague/status/1513940740539301890,UCLfantasy,
"ℹ️ How Karim Benzema has scored his 82 goals in this competition...

Right-foot: 54
Left-foot: 11
Head: 17

#UCL https://t.co/tvEuUJarlG",12/04/2022 17:37,1.51393E+18,ChampionsLeague,,,187,2443,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [108, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513934048053317645, 'id_str': '1513934048053317645', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/FQKS_tuWUA0I1fo.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQKS_tuWUA0I1fo.jpg', 'url': 'https://t.co/tvEuUJarlG', 'display_url': 'pic.twitter.com/tvEuUJarlG', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513934371681619974/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1163, 'h': 1163, 'resize': 'fit'}, 'large': {'w': 1163, 'h': 1163, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513934371681619974,UCL,
"⏪ 2011/12 round of 16: When Chelsea recovered from a 3-1 first-leg defeat to progress 👀

@ChelseaFC | #UCL https://t.co/ay3PcWhfWk",12/04/2022 17:28,1.51393E+18,ChampionsLeague,,,299,2562,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [102, 106]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ChelseaFC', 'name': 'Chelsea FC', 'id': 22910295, 'id_str': '22910295', 'indices': [89, 99]}], 'urls': [], 'media': [{'id': 1513931594356117504, 'id_str': '1513931594356117504', 'indices': [107, 130], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1513931594356117504/img/bEjkiRjRdKwB3_AV.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1513931594356117504/img/bEjkiRjRdKwB3_AV.jpg', 'url': 'https://t.co/ay3PcWhfWk', 'display_url': 'pic.twitter.com/ay3PcWhfWk', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513932044233019394/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513932044233019394,UCL,TRUE
"🌍 Where in the world are you watching Tuesday's Champions League deciders?

#UCL https://t.co/tTnWrlgOtz",12/04/2022 17:20,1.51393E+18,ChampionsLeague,,,202,2562,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [76, 80]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513929793284288523, 'id_str': '1513929793284288523', 'indices': [81, 104], 'media_url': 'http://pbs.twimg.com/media/FQKPIDeXMAsuXmQ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQKPIDeXMAsuXmQ.jpg', 'url': 'https://t.co/tTnWrlgOtz', 'display_url': 'pic.twitter.com/tTnWrlgOtz', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513930074910769154/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513930074910769154,UCL,
"👀 Best header in Champions League history is _______

#UCL https://t.co/tPPkLPZ0MK",12/04/2022 16:59,1.51392E+18,ChampionsLeague,,,158,1785,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [54, 58]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1512396438046715908, 'id_str': '1512396438046715908', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1512396438046715908/img/FZGawo018xEGR0lH.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1512396438046715908/img/FZGawo018xEGR0lH.jpg', 'url': 'https://t.co/tPPkLPZ0MK', 'display_url': 'pic.twitter.com/tPPkLPZ0MK', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513924656989982726/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513924656989982726,UCL,TRUE
"Next stop: Nigeria! 🏆

Can you name the 🇳🇬 icons either side of Seedorf?

#UCLtrophytour | @Heineken | #UCL https://t.co/9mdnSfyYN4",12/04/2022 16:23,1.51392E+18,ChampionsLeague,,,152,2555,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCLtrophytour', 'indices': [74, 88]}, {'text': 'UCL', 'indices': [103, 107]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Heineken', 'name': 'Heineken', 'id': 29191062, 'id_str': '29191062', 'indices': [91, 100]}], 'urls': [], 'media': [{'id': 1513915259689611271, 'id_str': '1513915259689611271', 'indices': [108, 131], 'media_url': 'http://pbs.twimg.com/media/FQKB6FnXsAcjGHI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQKB6FnXsAcjGHI.jpg', 'url': 'https://t.co/9mdnSfyYN4', 'display_url': 'pic.twitter.com/9mdnSfyYN4', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513915628046151680/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 1200, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513915628046151680,"UCLtrophytour, UCL",
"🏟️ Fußball Arena München-Munich...
Bayern 🆚 Villarreal 🔜

🔮 What will happen in this decider?

#UCL",12/04/2022 16:17,1.51391E+18,ChampionsLeague,,,75,895,de,Twitter for Advertisers.,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [95, 99]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513914224019398661,UCL,
"Great quarter-final goals ✅

#UCL https://t.co/LTaelFgNEO",12/04/2022 16:14,1.51391E+18,ChampionsLeague,,,246,2199,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [29, 33]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1510943266224717827, 'id_str': '1510943266224717827', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1510943266224717827/img/1OKcjG8fIzKa1Ec1.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1510943266224717827/img/1OKcjG8fIzKa1Ec1.jpg', 'url': 'https://t.co/LTaelFgNEO', 'display_url': 'pic.twitter.com/LTaelFgNEO', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513913418675281923/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513913418675281923,UCL,TRUE
"Robert Lewandowski = Champions League legend ⚽️

#UCL https://t.co/eqrqdNiDg1",12/04/2022 16:10,1.51391E+18,ChampionsLeague,,,129,1986,in,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [49, 53]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513911474573426695, 'id_str': '1513911474573426695', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/media/FQJ-dw9WQAc9KMf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQJ-dw9WQAc9KMf.jpg', 'url': 'https://t.co/eqrqdNiDg1', 'display_url': 'pic.twitter.com/eqrqdNiDg1', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513912566883487753/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513912566883487753,UCL,
"Real Madrid 🆚 Chelsea...
What will happen here❓

#UCL",12/04/2022 16:03,1.51391E+18,ChampionsLeague,,,148,1538,en,Twitter for Advertisers.,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [49, 53]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513910641207226373,UCL,
"🇳🇱 Last time a Dutch player scored 7+ goals in this competition in a single campaign:

2004/05: ⚽️8⃣ Ruud van Niste… https://t.co/eQur1loLwQ",12/04/2022 15:45,1.51391E+18,ChampionsLeague,,,128,1803,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eQur1loLwQ', 'expanded_url': 'https://twitter.com/i/web/status/1513906125632069633', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1513906125632069633,,
"Bayern vs Villarreal 🔜

Where to watch, kick-off time, expert views &amp; predicted line-ups 👇

#UCL",12/04/2022 15:32,1.5139E+18,ChampionsLeague,,,100,1253,en,Twitter for Advertisers.,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [96, 100]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513902881870598154,UCL,
"Welcome to Madrid... 🇪🇸🌞

Who will score first?

#UCL https://t.co/suaO2J6HJI",12/04/2022 15:18,1.5139E+18,ChampionsLeague,,,234,4113,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [49, 53]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513899164706480133, 'id_str': '1513899164706480133', 'indices': [54, 77], 'media_url': 'http://pbs.twimg.com/media/FQJzRPIXIAUeSDm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQJzRPIXIAUeSDm.jpg', 'url': 'https://t.co/suaO2J6HJI', 'display_url': 'pic.twitter.com/suaO2J6HJI', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513899334496301057/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1363, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513899334496301057,UCL,
"Who will finish #UCL top scorer this season? 🤔

#MatchdayLive",12/04/2022 14:52,1.51389E+18,ChampionsLeague,,,105,1258,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [16, 20]}, {'text': 'MatchdayLive', 'indices': [48, 61]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513892782762512385,"UCL, MatchdayLive",
"✅ How you can watch it
✅ Starting line-ups
✅ What the coaches say

All you need to know about the quarter-final sec… https://t.co/n1d7Tlf2jY",12/04/2022 14:15,1.51388E+18,ChampionsLeague,,,84,1146,en,Twitter for Advertisers.,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/n1d7Tlf2jY', 'expanded_url': 'https://twitter.com/i/web/status/1513883603507322891', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1513883603507322891,,
"""I thought to myself, just let the emotions take hold of you: you've achieved your childhood dream, you've scored t… https://t.co/kSv9Z5F8nZ",12/04/2022 13:25,1.51387E+18,ChampionsLeague,,,143,1835,en,Twitter for Advertisers.,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/kSv9Z5F8nZ', 'expanded_url': 'https://twitter.com/i/web/status/1513871035577380865', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1513871035577380865,,
"Predict tonight's scores &amp; win @PlayStationEU prizes 🔻🔻🔻

#UCLpredictor | #UCL",12/04/2022 13:20,1.51387E+18,ChampionsLeague,,,66,1082,en,Twitter for Advertisers.,,,FALSE,"{'hashtags': [{'text': 'UCLpredictor', 'indices': [62, 75]}, {'text': 'UCL', 'indices': [78, 82]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PlayStationEU', 'name': 'PlayStation Europe', 'id': 36969785, 'id_str': '36969785', 'indices': [35, 49]}], 'urls': []}",www.twitter.com/championsleague/status/1513869608989741057,"UCLpredictor, UCL",
"RT @ChampionsLeague: Watch training or tour Paris?  🤷‍♂️
Access the VAR room or be on the big screen? 🤔

You decide: pick one experience fr…",12/04/2022 13:00,1.51386E+18,ChampionsLeague,,,56,0,en,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ChampionsLeague', 'name': 'UEFA Champions League', 'id': 627673190, 'id_str': '627673190', 'indices': [3, 19]}], 'urls': []}",www.twitter.com/championsleague/status/1513864619303055377,,
"Karim @Benzema at 19... 🌠

2⃣ goals &amp; an all-action display against Rangers back in 2007 👊

@OL_English | #UCL https://t.co/XSq845iSvz",12/04/2022 12:48,1.51386E+18,ChampionsLeague,,,532,5132,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [110, 114]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Benzema', 'name': 'Karim Benzema', 'id': 1964571728, 'id_str': '1964571728', 'indices': [6, 14]}, {'screen_name': 'OL_English', 'name': 'Olympique Lyonnais 🇬🇧🇺🇸', 'id': 720550780672061440, 'id_str': '720550780672061440', 'indices': [96, 107]}], 'urls': [], 'media': [{'id': 1513860613843398659, 'id_str': '1513860613843398659', 'indices': [115, 138], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1513860613843398659/img/ZB1yuoW4K-WsNsg2.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1513860613843398659/img/ZB1yuoW4K-WsNsg2.jpg', 'url': 'https://t.co/XSq845iSvz', 'display_url': 'pic.twitter.com/XSq845iSvz', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513861529359327243/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513861529359327243,UCL,TRUE
"Watch training or tour Paris?  🤷‍♂️
Access the VAR room or be on the big screen? 🤔

You decide: pick one experience… https://t.co/uq3S2VoNeH",12/04/2022 12:46,1.51386E+18,ChampionsLeague,,,56,632,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uq3S2VoNeH', 'expanded_url': 'https://twitter.com/i/web/status/1513861187154362370', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1513861187154362370,,
"🗓️ #OTD in 2017: Mbappé announces himself on the big stage 🙌

#UCL https://t.co/5qDNlrQ9RT",12/04/2022 11:29,1.51384E+18,ChampionsLeague,,,165,2365,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'OTD', 'indices': [3, 7]}, {'text': 'UCL', 'indices': [62, 66]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513841470184345604, 'id_str': '1513841470184345604', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1513841470184345604/pu/img/kQbu2-zd9d_gJXSO.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1513841470184345604/pu/img/kQbu2-zd9d_gJXSO.jpg', 'url': 'https://t.co/5qDNlrQ9RT', 'display_url': 'pic.twitter.com/5qDNlrQ9RT', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513841720273752064/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513841720273752064,"OTD, UCL",TRUE
"🤳 Clarence Seedorf couldn't go to Ethiopia without his old friend... 🏆 🇪🇹 

#UCLtrophytour | @Heineken https://t.co/YJGnYxQjx2",12/04/2022 10:43,1.51383E+18,ChampionsLeague,,,127,2003,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCLtrophytour', 'indices': [76, 90]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Heineken', 'name': 'Heineken', 'id': 29191062, 'id_str': '29191062', 'indices': [93, 102]}], 'urls': [], 'media': [{'id': 1513829026191880197, 'id_str': '1513829026191880197', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/media/FQIzeozXsAUmRSq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQIzeozXsAUmRSq.jpg', 'url': 'https://t.co/YJGnYxQjx2', 'display_url': 'pic.twitter.com/YJGnYxQjx2', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513830045118349312/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 683, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 683, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513830045118349312,UCLtrophytour,
🇰🇷 Park Ji-sung sealed Manchester United's place in the #UCL semis 11 years ago today 🙌 https://t.co/TAZZIVueZP,12/04/2022 10:30,1.51383E+18,ChampionsLeague,,,198,2363,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [56, 60]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513560860010106882, 'id_str': '1513560860010106882', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1513560860010106882/img/azYLvTaONhE_711w.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1513560860010106882/img/azYLvTaONhE_711w.jpg', 'url': 'https://t.co/TAZZIVueZP', 'display_url': 'pic.twitter.com/TAZZIVueZP', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513826765172613125/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513826765172613125,UCL,TRUE
"🔵 De Bruyne doing De Bruyne things on this day in 2016 🧨

#UCL https://t.co/LC5qYmjwnd",12/04/2022 09:30,1.51381E+18,ChampionsLeague,,,219,2916,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [58, 62]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513561585452822528, 'id_str': '1513561585452822528', 'indices': [63, 86], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1513561585452822528/img/-YysNhoGjB_9Kxhv.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1513561585452822528/img/-YysNhoGjB_9Kxhv.jpg', 'url': 'https://t.co/LC5qYmjwnd', 'display_url': 'pic.twitter.com/LC5qYmjwnd', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513811664625405960/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513811664625405960,UCL,TRUE
"Top, middle or bottom? 🤔

New @adidasfootball Diamond Edge boots to be worn by Benzema, Neuer, Müller &amp; more this w… https://t.co/8sxgnsdrD2",12/04/2022 09:00,1.5138E+18,ChampionsLeague,,,153,2297,de,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'adidasfootball', 'name': 'adidas Football', 'id': 219683269, 'id_str': '219683269', 'indices': [30, 45]}], 'urls': [{'url': 'https://t.co/8sxgnsdrD2', 'expanded_url': 'https://twitter.com/i/web/status/1513804117000527875', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",www.twitter.com/championsleague/status/1513804117000527875,,
🤔🤔🤔,12/04/2022 08:22,1.51379E+18,ChampionsLeague,,,90,1083,und,Twitter Web App,1.51377E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513794668873588738,,
🤷‍♂️🤷‍♂️🤷‍♂️,12/04/2022 08:22,1.51379E+18,ChampionsLeague,,,42,551,und,Twitter Web App,1.51378E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513794566524227588,,
Cristiano Ronaldo made the difference with another #UCL hat-trick 6 years ago today 🎩 https://t.co/g28lTitLD0,12/04/2022 08:00,1.51379E+18,ChampionsLeague,,,882,7999,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [51, 55]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513558162267418624, 'id_str': '1513558162267418624', 'indices': [86, 109], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1513558162267418624/img/vrRhH56X-nF04oiq.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1513558162267418624/img/vrRhH56X-nF04oiq.jpg', 'url': 'https://t.co/g28lTitLD0', 'display_url': 'pic.twitter.com/g28lTitLD0', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513789018554568706/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513789018554568706,UCL,TRUE
"Danjuma settled things in Villarreal. 

How will the Munich decider go? 🤷‍♂️

#UCL https://t.co/0tiCJMudCt",12/04/2022 07:31,1.51378E+18,ChampionsLeague,,,265,4272,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [78, 82]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513556079883530240, 'id_str': '1513556079883530240', 'indices': [83, 106], 'media_url': 'http://pbs.twimg.com/media/FQE7PEkXMAAOUv1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQE7PEkXMAAOUv1.jpg', 'url': 'https://t.co/0tiCJMudCt', 'display_url': 'pic.twitter.com/0tiCJMudCt', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513781715109662722/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513781715109662722,UCL,
"What are you expecting to happen at the Bernabéu? 🤔

#UCL https://t.co/H0Ylyxvg9e",12/04/2022 07:02,1.51377E+18,ChampionsLeague,,,1174,17971,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [53, 57]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1513554022564872199, 'id_str': '1513554022564872199', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/media/FQE5XUdXwAcNbbH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FQE5XUdXwAcNbbH.jpg', 'url': 'https://t.co/H0Ylyxvg9e', 'display_url': 'pic.twitter.com/H0Ylyxvg9e', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1513774417205243905/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1513774417205243905,UCL,
"The semi-finals are in sight! 🫣

Who will qualify tonight?

#UCL",12/04/2022 06:00,1.51376E+18,ChampionsLeague,,,568,6187,en,Twitter for Advertisers.,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [60, 64]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513758816084455428,UCL,
"🧐 The Scout's squad for the deciders...

🔮 Which players will score big #UCLfantasy points this week?",11/04/2022 17:00,1.51356E+18,ChampionsLeague,,,71,1342,en,Twitter for Advertisers.,,,FALSE,"{'hashtags': [{'text': 'UCLfantasy', 'indices': [72, 83]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1513562527841480706,UCLfantasy,
