Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool,entities,URL,Hashtags,Video
"Phil Foden footwork 🤤

@PhilFoden | #UCL https://t.co/za49aEvKJ7",02/05/2022 20:30,1.52123E+18,ChampionsLeague,,,23,519,en,Twitter Web App,1.52123E+18,627673190,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [36, 40]}], 'symbols': [], 'user_mentions': [{'screen_name': 'PhilFoden', 'name': 'Phil Foden', 'id': 729365546861498368, 'id_str': '729365546861498368', 'indices': [23, 33]}], 'urls': [], 'media': [{'id': 1521223193339564032, 'id_str': '1521223193339564032', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1521223193339564032/pu/img/b1ro9I-AcY8RTNem.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1521223193339564032/pu/img/b1ro9I-AcY8RTNem.jpg', 'url': 'https://t.co/za49aEvKJ7', 'display_url': 'pic.twitter.com/za49aEvKJ7', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521225705048231937/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521225705048231937,UCL,TRUE
"🇧🇷 Vinícius Júnior 🆚 Fernandinho...

@vinijr | #UCL https://t.co/ScoHj9U33X",02/05/2022 20:30,1.52123E+18,ChampionsLeague,,,46,594,pt,Twitter Web App,1.52123E+18,627673190,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [47, 51]}], 'symbols': [], 'user_mentions': [{'screen_name': 'vinijr', 'name': 'Vini Jr.', 'id': 2329070186, 'id_str': '2329070186', 'indices': [37, 44]}], 'urls': [], 'media': [{'id': 1521222848970465280, 'id_str': '1521222848970465280', 'indices': [52, 75], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1521222848970465280/pu/img/pL5ebg06fs8v3I4W.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1521222848970465280/pu/img/pL5ebg06fs8v3I4W.jpg', 'url': 'https://t.co/ScoHj9U33X', 'display_url': 'pic.twitter.com/ScoHj9U33X', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521225645338075136/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521225645338075136,UCL,TRUE
"Giovani Lo Celso 🥶

@LoCelsoGiovani | #UCL https://t.co/4A8AJAChUe",02/05/2022 20:30,1.52123E+18,ChampionsLeague,,,34,516,it,Twitter Web App,1.52123E+18,627673190,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [38, 42]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LoCelsoGiovani', 'name': 'Giovani Lo Celso', 'id': 581770355, 'id_str': '581770355', 'indices': [20, 35]}], 'urls': [], 'media': [{'id': 1521222115210543104, 'id_str': '1521222115210543104', 'indices': [43, 66], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1521222115210543104/pu/img/AyfPupBT-59VyQnV.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1521222115210543104/pu/img/AyfPupBT-59VyQnV.jpg', 'url': 'https://t.co/4A8AJAChUe', 'display_url': 'pic.twitter.com/4A8AJAChUe', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521225599578165248/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521225599578165248,UCL,TRUE
"🇺🇾 Federico Valverde. Outrageous.

@fedeevalverde | #UCL https://t.co/PT8is6kJDf",02/05/2022 20:30,1.52123E+18,ChampionsLeague,,,128,1369,pt,Twitter Web App,1.52123E+18,627673190,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [52, 56]}], 'symbols': [], 'user_mentions': [{'screen_name': 'fedeevalverde', 'name': 'Fede Valverde', 'id': 2779787607, 'id_str': '2779787607', 'indices': [35, 49]}], 'urls': [], 'media': [{'id': 1521221666994634752, 'id_str': '1521221666994634752', 'indices': [57, 80], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1521221666994634752/pu/img/q3mJt9VHMSc4uXDd.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1521221666994634752/pu/img/q3mJt9VHMSc4uXDd.jpg', 'url': 'https://t.co/PT8is6kJDf', 'display_url': 'pic.twitter.com/PT8is6kJDf', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521225546214039553/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521225546214039553,UCL,TRUE
"𝐓𝐇𝐑𝐄𝐀𝐃: Semi-final skills, first-leg edition 🤤

#UCL https://t.co/Eos5zoQ8m2",02/05/2022 20:29,1.52123E+18,ChampionsLeague,,,215,4810,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [48, 52]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521221425113272326, 'id_str': '1521221425113272326', 'indices': [53, 76], 'media_url': 'http://pbs.twimg.com/media/FRx204yXEAYfklP.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRx204yXEAYfklP.jpg', 'url': 'https://t.co/Eos5zoQ8m2', 'display_url': 'pic.twitter.com/Eos5zoQ8m2', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521225481756020737/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521225481756020737,UCL,
"🏴󠁧󠁢󠁥󠁮󠁧󠁿 Most goals scored by an English player in this competition aged 21 or younger:

⚽️9⃣ Phil Foden
⚽️9⃣ Wayne… https://t.co/DCtdvCEJWB",02/05/2022 19:08,1.5212E+18,ChampionsLeague,,,265,3064,en,Twitter Media Studio,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DCtdvCEJWB', 'expanded_url': 'https://twitter.com/i/web/status/1521204954848968704', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",www.twitter.com/championsleague/status/1521204954848968704,,
"🔵 De Bruyne at home on the elite stage...

🆚 Real Madrid ⚽️🅰️

@DeBruyneKev | @ManCity | #UCL https://t.co/IHjcUvSMn9",02/05/2022 18:20,1.52119E+18,ChampionsLeague,,,311,3900,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [89, 93]}], 'symbols': [], 'user_mentions': [{'screen_name': 'DeBruyneKev', 'name': 'Kevin De Bruyne', 'id': 728592182, 'id_str': '728592182', 'indices': [63, 75]}, {'screen_name': 'ManCity', 'name': 'Manchester City', 'id': 14573900, 'id_str': '14573900', 'indices': [78, 86]}], 'urls': [], 'media': [{'id': 1521192424370065411, 'id_str': '1521192424370065411', 'indices': [94, 117], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1521192424370065411/img/2r2wM5lBA0ajNyLn.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1521192424370065411/img/2r2wM5lBA0ajNyLn.jpg', 'url': 'https://t.co/IHjcUvSMn9', 'display_url': 'pic.twitter.com/IHjcUvSMn9', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521192814180278273/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521192814180278273,UCL,TRUE
"The midfield battle 👊

Who'll dominate in the second legs?

#FedExPerformanceZone | @FedExEurope | #UCL https://t.co/2zrEDtTxVX",02/05/2022 16:39,1.52117E+18,ChampionsLeague,,,100,1578,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'FedExPerformanceZone', 'indices': [60, 81]}, {'text': 'UCL', 'indices': [99, 103]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FedExEurope', 'name': 'FedEx Europe', 'id': 407598613, 'id_str': '407598613', 'indices': [84, 96]}], 'urls': [], 'media': [{'id': 1521167358257254400, 'id_str': '1521167358257254400', 'indices': [104, 127], 'media_url': 'http://pbs.twimg.com/media/FRxFpyDX0AATwNR.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRxFpyDX0AATwNR.jpg', 'url': 'https://t.co/2zrEDtTxVX', 'display_url': 'pic.twitter.com/2zrEDtTxVX', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521167465161576449/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521167465161576449,"FedExPerformanceZone, UCL",
Scout squad: find out who makes the 15-man #UCLfantasy selection this week 👇,02/05/2022 15:57,1.52116E+18,ChampionsLeague,,,60,1319,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [{'text': 'UCLfantasy', 'indices': [43, 54]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1521157034384711682,UCLfantasy,
"RT @ChampionsLeague: ⌛️ Just 90 minutes from Paris!
🤔 Which two will reach the final?

#UCL https://t.co/CzitrzyNRe",02/05/2022 14:49,1.52114E+18,ChampionsLeague,,,741,0,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [87, 91]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ChampionsLeague', 'name': 'UEFA Champions League', 'id': 627673190, 'id_str': '627673190', 'indices': [3, 19]}], 'urls': [], 'media': [{'id': 1520863568421429250, 'id_str': '1520863568421429250', 'indices': [92, 115], 'media_url': 'http://pbs.twimg.com/media/FRsxW4uXoAIWsdK.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRsxW4uXoAIWsdK.jpg', 'url': 'https://t.co/CzitrzyNRe', 'display_url': 'pic.twitter.com/CzitrzyNRe', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521036773358374912/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}, 'source_status_id': 1521036773358374912, 'source_status_id_str': '1521036773358374912', 'source_user_id': 627673190, 'source_user_id_str': '627673190'}]}",www.twitter.com/championsleague/status/1521139796772597760,UCL,
"😉 Limitless chip
😏 Wildcard chip
✅ Three free transfers 

Who are you bringing in for the semi-final deciders❓… https://t.co/R7Ykt40Xcr",02/05/2022 14:43,1.52114E+18,ChampionsLeague,,,58,925,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/R7Ykt40Xcr', 'expanded_url': 'https://twitter.com/i/web/status/1521138320717361153', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}",www.twitter.com/championsleague/status/1521138320717361153,,
🤔🤔🤔,02/05/2022 14:36,1.52114E+18,ChampionsLeague,,,141,1407,und,Twitter Web App,1.52114E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1521136603778981889,,
"Who are you backing? 🏆

#UCL https://t.co/DGnjga2ubP",02/05/2022 14:35,1.52114E+18,ChampionsLeague,,,549,10228,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [24, 28]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521135912314458115, 'id_str': '1521135912314458115', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/FRwpDYyX0AMUoSf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRwpDYyX0AMUoSf.jpg', 'url': 'https://t.co/DGnjga2ubP', 'display_url': 'pic.twitter.com/DGnjga2ubP', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521136407632359426/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 814, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1390, 'resize': 'fit'}, 'small': {'w': 680, 'h': 461, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521136407632359426,UCL,
"Thoughts on these predicted line-ups❓

⚪️ Courtois; Carvajal, Éder Militão, Nacho, Mendy; Modrić, Casemiro, Kroos;… https://t.co/sEO9aWzOSj",02/05/2022 13:39,1.52112E+18,ChampionsLeague,,,99,1526,und,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sEO9aWzOSj', 'expanded_url': 'https://twitter.com/i/web/status/1521122191424827392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}",www.twitter.com/championsleague/status/1521122191424827392,,
"👀 Predicted line-ups:

🟡 Villarreal: Rulli: Foyth, Albiol, Pau Torres, Estupiñán; Parejo, Capoue, Coquelin: Lo Cels… https://t.co/2DyuHekEz1",02/05/2022 13:37,1.52112E+18,ChampionsLeague,,,79,1272,es,Twitter Web App,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2DyuHekEz1', 'expanded_url': 'https://twitter.com/i/web/status/1521121730504318976', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1521121730504318976,,
"✅ Who's likely to start
✅ Who might be left out 
✅ Who is unavailable 

Champions League semi-final deciders: possi… https://t.co/rW3HxErP5e",02/05/2022 13:24,1.52112E+18,ChampionsLeague,,,62,1085,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rW3HxErP5e', 'expanded_url': 'https://twitter.com/i/web/status/1521118465490358272', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1521118465490358272,,
"🤔 Semi-final heroes! 
🔝 Who impressed you last week?

#UCL https://t.co/fproKtlxhJ",02/05/2022 12:37,1.52111E+18,ChampionsLeague,,,119,2514,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [54, 58]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521098545994076167, 'id_str': '1521098545994076167', 'indices': [59, 82], 'media_url': 'http://pbs.twimg.com/media/FRwHEYZXEAcfCds.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRwHEYZXEAcfCds.jpg', 'url': 'https://t.co/fproKtlxhJ', 'display_url': 'pic.twitter.com/fproKtlxhJ', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521106479830355968/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521106479830355968,UCL,
"😮 Benzema closing on Ronaldo records
🤔 Will City rue missed chances?
🏟️ Villarreal seek home comforts

Champions Le… https://t.co/hOtenVz7Ow",02/05/2022 12:14,1.5211E+18,ChampionsLeague,,,73,1053,en,Twitter for Advertisers,,,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hOtenVz7Ow', 'expanded_url': 'https://twitter.com/i/web/status/1521100799044112385', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1521100799044112385,,
"⚽️ Classic semi-final goals! 

#MondayMotivation | #UCL https://t.co/HGAYynvv1O",02/05/2022 11:48,1.52109E+18,ChampionsLeague,,,252,2557,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'MondayMotivation', 'indices': [31, 48]}, {'text': 'UCL', 'indices': [51, 55]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1518508463021867008, 'id_str': '1518508463021867008', 'indices': [56, 79], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1518508463021867008/img/sVsf0T37csa9dFdy.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1518508463021867008/img/sVsf0T37csa9dFdy.jpg', 'url': 'https://t.co/HGAYynvv1O', 'display_url': 'pic.twitter.com/HGAYynvv1O', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521094370480566272/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 986, 'resize': 'fit'}, 'small': {'w': 680, 'h': 621, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 986, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521094370480566272,"MondayMotivation, UCL",TRUE
"Making memories at Camp Nou 🙌 🏟️

What's your favourite?

#StadiumStopover | @ExpediaUK | #UCL https://t.co/VJpSkpcDUR",02/05/2022 10:59,1.52108E+18,ChampionsLeague,,,100,1240,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'StadiumStopover', 'indices': [58, 74]}, {'text': 'UCL', 'indices': [90, 94]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ExpediaUK', 'name': 'ExpediaUK', 'id': 267777989, 'id_str': '267777989', 'indices': [77, 87]}], 'urls': [], 'media': [{'id': 1521080307151159296, 'id_str': '1521080307151159296', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1521080307151159296/img/YFQUxNW9cKm3xKBr.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1521080307151159296/img/YFQUxNW9cKm3xKBr.jpg', 'url': 'https://t.co/VJpSkpcDUR', 'display_url': 'pic.twitter.com/VJpSkpcDUR', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521081865750425600/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521081865750425600,"StadiumStopover, UCL",TRUE
"Crossing masterclass, by David Beckham!

#HBD | @ManUtd | #UCL https://t.co/Oq10JNLKAy",02/05/2022 10:29,1.52107E+18,ChampionsLeague,,,324,3150,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'HBD', 'indices': [41, 45]}, {'text': 'UCL', 'indices': [58, 62]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ManUtd', 'name': 'Manchester United', 'id': 558797310, 'id_str': '558797310', 'indices': [48, 55]}], 'urls': [], 'media': [{'id': 1521065168549158912, 'id_str': '1521065168549158912', 'indices': [63, 86], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1521065168549158912/img/bSLp2WtBmVGZpTXF.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1521065168549158912/img/bSLp2WtBmVGZpTXF.jpg', 'url': 'https://t.co/Oq10JNLKAy', 'display_url': 'pic.twitter.com/Oq10JNLKAy', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521074267550539776/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521074267550539776,"HBD, UCL",TRUE
🤔🤔🤔,02/05/2022 10:07,1.52107E+18,ChampionsLeague,,,70,830,und,Twitter Web App,1.52105E+18,627673190,FALSE,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1521068798685630464,,
"The free-kick king❓
David Beckham 🎯

#HBD | #UCL https://t.co/YRH1UMgtxt",02/05/2022 10:05,1.52107E+18,ChampionsLeague,,,431,3153,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'HBD', 'indices': [37, 41]}, {'text': 'UCL', 'indices': [44, 48]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521065168544931840, 'id_str': '1521065168544931840', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1521065168544931840/img/FIX44USSgYp_j33h.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1521065168544931840/img/FIX44USSgYp_j33h.jpg', 'url': 'https://t.co/YRH1UMgtxt', 'display_url': 'pic.twitter.com/YRH1UMgtxt', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521068364877160448/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521068364877160448,"HBD, UCL",TRUE
"🏆🏆🏆 Instrumental in the 1999 treble success...

Happy birthday, Manchester United legend David Beckham! 🎁🎂

#UCL https://t.co/lBW49FTBKB",02/05/2022 09:58,1.52107E+18,ChampionsLeague,,,411,5182,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [108, 112]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521065759937544192, 'id_str': '1521065759937544192', 'indices': [113, 136], 'media_url': 'http://pbs.twimg.com/media/FRvpP-0WQAAEmCe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRvpP-0WQAAEmCe.jpg', 'url': 'https://t.co/lBW49FTBKB', 'display_url': 'pic.twitter.com/lBW49FTBKB', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521066666867757056/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1365, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521066666867757056,UCL,
"🇮🇹 Milan booked a repeat of the 2005 final against Liverpool, #OTD in 2007...

🔴⚫️⚽️ Kaká
🔴⚫️⚽️ Seedorf 
🔴⚫️⚽️ Gila… https://t.co/d29qaJcqYm",02/05/2022 09:36,1.52106E+18,ChampionsLeague,,,301,2742,en,Twitter Media Studio,,,FALSE,"{'hashtags': [{'text': 'OTD', 'indices': [62, 66]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/d29qaJcqYm', 'expanded_url': 'https://twitter.com/i/web/status/1521061036819890179', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",www.twitter.com/championsleague/status/1521061036819890179,OTD,
"🤤 What is the best pass you've seen?

#UCL",02/05/2022 09:24,1.52106E+18,ChampionsLeague,,,152,4997,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [38, 42]}], 'symbols': [], 'user_mentions': [], 'urls': []}",www.twitter.com/championsleague/status/1521057951255076864,UCL,
"Trabzonspor win first Turkish Super League title since 1984 🥳

#UCL https://t.co/pp1kGRo2x6",02/05/2022 09:15,1.52106E+18,ChampionsLeague,,,4130,42127,en,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [63, 67]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521055127318237184, 'id_str': '1521055127318237184', 'indices': [68, 91], 'media_url': 'http://pbs.twimg.com/media/FRvflFOXEAAuISg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRvflFOXEAAuISg.jpg', 'url': 'https://t.co/pp1kGRo2x6', 'display_url': 'pic.twitter.com/pp1kGRo2x6', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521055660598833153/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1363, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521055660598833153,UCL,
"🔝 Riyad Mahrez or Vinícius Júnior?

#UCL https://t.co/4lxBH54BcM",02/05/2022 08:57,1.52105E+18,ChampionsLeague,,,322,10109,und,Twitter Web App,,,FALSE,"{'hashtags': [{'text': 'UCL', 'indices': [36, 40]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521050986801991680, 'id_str': '1521050986801991680', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/media/FRvb0EmXEAAnEB1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRvb0EmXEAAnEB1.jpg', 'url': 'https://t.co/4lxBH54BcM', 'display_url': 'pic.twitter.com/4lxBH54BcM', 'expanded_url': 'https://twitter.com/ChampionsLeague/status/1521051221741780993/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1080, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1080, 'resize': 'fit'}}}]}",www.twitter.com/championsleague/status/1521051221741780993,UCL,
