web_name,team_code,first_name,second_name,squad_number,now_cost,dreamteam_count,selected_by_percent,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,ict_index,element_type,team
Ospina,3,David,Ospina,13,48,0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1
Cech,3,Petr,Cech,33,54,0,4.9,84,3.7,2070,0,0,9,30,0,0,0,1,0,53,4,419,42.7,1,1
Martinez,3,Damian Emiliano,Martinez,26,40,0,0.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1
Koscielny,3,Laurent,Koscielny,6,60,2,1.6,76,4.2,1595,0,0,9,20,0,0,0,3,0,0,14,421,62.5,2,1
Mertesacker,3,Per,Mertesacker,4,48,1,0.5,15,3.0,351,1,0,0,7,0,0,0,0,0,0,2,77,15.7,2,1
Gabriel,3,Gabriel Armando,de Abreu,5,50,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1
Bellerín,3,Héctor,Bellerín,24,61,1,12.9,93,4.0,2070,2,2,9,30,0,0,0,3,0,0,7,442,116.5,2,1
Gibbs,35,Kieran,Gibbs,3,50,0,0.5,57,2.9,1716,0,2,5,25,0,0,0,1,0,0,1,307,66.7,2,19
Jenkinson,3,Carl,Jenkinson,25,45,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1
Monreal,3,Nacho,Monreal,18,56,1,4.7,85,4.5,1665,2,0,9,21,0,0,0,3,0,0,10,449,73.4,2,1
Holding,3,Rob,Holding,16,45,0,0.6,12,1.7,443,0,1,1,12,0,0,0,2,0,0,0,101,15.4,2,1
Mustafi,3,Shkodran,Mustafi,20,55,1,3.4,65,4.6,1139,2,0,7,12,0,0,0,2,0,0,6,335,63.5,2,1
Kolasinac,3,Sead,Kolasinac,31,59,1,7.3,78,4.6,1423,1,4,7,18,0,0,0,1,0,0,6,344,85.8,2,1
Sánchez,3,Alexis,Sánchez,7,118,2,2.8,97,5.1,1501,7,5,7,21,0,0,0,4,0,0,8,303,217.4,3,1
Walcott,3,Theo,Walcott,14,71,0,0.6,6,1.0,63,0,0,0,0,0,0,0,0,0,0,0,12,1.0,3,1
Özil,3,Mesut,Özil,11,93,2,2.1,81,4.5,1460,4,5,5,26,0,0,0,3,0,0,10,358,180.2,3,1
Cazorla,3,Santiago,Cazorla,19,69,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,1
Ramsey,3,Aaron,Ramsey,8,69,1,2.6,82,5.1,1212,3,8,7,14,0,0,0,0,0,0,7,312,123.3,3,1
Chamberlain,14,Alex,Oxlade-Chamberlain,21,56,0,2.4,64,2.8,1150,3,3,3,20,0,0,0,1,0,0,4,297,118.2,3,10
Coquelin,3,Francis,Coquelin,34,43,0,0.6,7,1.0,164,0,0,0,6,0,0,0,0,0,0,0,35,4.8,3,1
Iwobi,3,Alex,Iwobi,17,51,0,0.5,41,3.2,839,1,2,6,11,0,0,0,1,0,0,1,203,85.8,3,1
Elneny,3,Mohamed,Elneny,35,42,0,2.6,11,2.2,263,0,1,1,5,0,0,0,1,0,0,0,54,14.8,3,1
Xhaka,3,Granit,Xhaka,29,52,1,7.1,69,3.0,1990,1,4,9,29,0,0,0,5,0,0,2,349,117.2,3,1
Wilshere,3,Jack,Wilshere,10,54,0,0.9,30,2.5,716,1,2,2,11,0,0,0,4,0,0,2,149,45.5,3,1
Giroud,3,Olivier,Giroud,12,82,1,1.0,36,2.4,360,4,0,1,3,0,0,0,0,0,0,4,139,52.9,4,1
Welbeck,3,Danny,Welbeck,23,73,1,0.8,40,2.5,700,3,1,3,12,0,0,0,1,0,0,3,145,57.8,4,1
Pérez,3,Lucas,Pérez,28,74,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,1
Lacazette,3,Alexandre,Lacazette,9,103,1,8.6,88,3.8,1603,8,4,8,20,0,0,0,1,0,0,3,336,173.0,4,1
Begovic,91,Asmir,Begovic,27,45,3,4.1,71,3.1,2070,0,0,4,35,0,1,0,2,0,65,4,378,47.0,1,2
Boruc,91,Artur,Boruc,1,42,0,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2
Federici,91,Adam,Federici,32,40,0,2.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2
Francis,91,Simon,Francis,2,43,0,0.9,29,1.5,1612,0,0,2,25,0,0,0,6,1,0,1,267,78.6,2,2
Steve Cook,91,Steve,Cook,3,47,2,1.3,52,2.7,1513,2,0,3,28,0,0,0,4,0,0,6,263,65.1,2,2
Daniels,91,Charlie,Daniels,11,47,0,6.2,60,3.0,1737,1,1,4,26,0,0,0,0,0,0,4,344,78.7,2,2
Adam Smith,91,Adam,Smith,15,48,0,0.4,41,2.0,1676,0,2,2,30,0,0,0,5,0,0,3,308,73.1,2,2
Mings,91,Tyrone,Mings,26,43,0,0.2,0,0.0,135,0,0,0,4,0,0,0,1,0,0,0,17,2.5,2,2
Brad Smith,91,Bradley,Smith,14,39,0,2.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2
Aké,91,Nathan,Aké,5,49,0,4.0,61,2.7,2002,1,1,4,33,0,0,0,3,0,0,5,379,71.9,2,2
Arter,91,Harry,Arter,8,47,0,0.4,27,2.1,959,1,0,3,13,0,0,0,4,0,0,0,156,29.2,3,2
Pugh,91,Marc,Pugh,7,47,0,0.1,24,1.6,786,0,0,4,15,0,0,0,2,0,0,0,73,43.7,3,2
Surman,91,Andrew,Surman,6,47,1,5.2,66,3.9,1530,2,4,4,24,0,0,0,1,0,0,7,295,66.8,3,2
Stanislas,91,Junior,Stanislas,19,59,1,0.1,29,2.9,675,1,1,1,11,0,0,0,1,0,0,3,110,49.7,3,2
Gosling,91,Dan,Gosling,4,48,0,0.1,30,2.3,822,1,1,0,18,0,0,0,2,0,0,2,126,45.5,3,2
Gradel,91,Max,Gradel,10,50,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2
Ibe,91,Jordon,Ibe,33,48,0,0.5,52,2.5,1291,1,4,2,22,0,0,0,1,0,0,2,202,112.5,3,2
Lewis Cook,91,Lewis,Cook,16,43,0,0.9,27,1.8,1003,0,1,1,18,0,0,0,3,0,0,0,174,42.5,3,2
Fraser,91,Ryan,Fraser,24,51,2,0.6,48,3.4,957,3,1,0,18,0,0,0,0,0,0,6,178,71.9,3,2
Wilson,91,Callum,Wilson,13,57,2,3.2,57,4.4,876,6,1,3,12,0,0,0,0,0,0,7,190,82.9,4,2
Afobe,91,Benik,Afobe,9,57,0,0.2,24,1.4,534,0,1,0,12,0,0,0,0,0,0,0,73,31.3,4,2
Mousset,91,Lys,Mousset,31,49,0,0.1,11,1.1,181,0,0,1,4,0,0,0,0,0,0,0,23,8.5,4,2
King,91,Joshua,King,17,70,0,1.1,52,2.9,1465,2,3,4,20,0,0,0,1,0,0,2,177,110.9,4,2
Defoe,91,Jermain,Defoe,18,76,1,1.3,41,2.7,787,3,1,2,15,0,0,0,1,0,0,4,129,60.1,4,2
Mäenpää,36,Niki,Mäenpää,12,40,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3
Ryan,36,Mathew,Ryan,1,45,2,2.4,88,3.8,2070,0,0,8,29,0,0,0,0,0,73,7,438,51.2,1,3
Dunk,36,Lewis,Dunk,5,45,0,3.9,60,2.6,2070,0,0,8,29,3,0,0,5,0,0,5,403,100.5,2,3
Duffy,36,Shane,Duffy,22,46,1,4.1,68,3.1,1962,0,1,8,28,0,0,0,5,0,0,6,396,93.9,2,3
Hünemeier,36,Uwe,Hünemeier,4,39,0,6.1,1,1.0,17,0,0,0,1,0,0,0,0,0,0,0,5,0.9,2,3
Bruno,36,Bruno,Saltor Grau,2,45,0,1.5,65,3.3,1635,0,0,8,19,0,0,0,3,0,0,5,336,44.7,2,3
Bong,36,Gaëtan,Bong,3,44,1,0.2,34,3.1,990,0,0,4,15,0,0,0,1,0,0,3,204,20.4,2,3
Rosenior,36,Liam,Rosenior,23,39,0,3.6,3,1.0,163,0,0,0,3,0,0,0,0,0,0,0,22,3.6,2,3
Goldson,36,Connor,Goldson,18,39,0,2.4,6,6.0,90,0,0,1,0,0,0,0,0,0,0,0,23,8.7,2,3
Knockaert,36,Anthony,Knockaert,11,56,0,0.6,62,2.8,1606,2,1,8,17,0,0,0,4,0,0,5,270,108.1,3,3
Stephens,36,Dale,Stephens,6,45,0,1.3,55,2.4,2070,0,1,8,29,0,0,0,2,0,0,0,355,65.2,3,3
Kayal,36,Beram,Kayal,7,44,0,0.1,6,1.5,170,0,0,0,3,0,0,0,0,0,0,0,18,5.9,3,3
Sidwell,36,Steve,Sidwell,14,43,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3
March,36,Solomon,March,20,49,0,0.2,47,2.1,1314,1,1,6,16,0,0,0,2,0,0,0,183,63.2,3,3
Skalak,36,Jiri,Skalak,8,47,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3
Norwood,36,Oliver,Norwood,21,45,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,3
Murphy,36,Jamie,Murphy,15,47,0,0.0,6,1.5,166,0,0,0,4,0,0,0,0,0,0,0,25,5.1,3,3
Groß,36,Pascal,Groß,13,58,1,16.4,103,4.5,1750,4,5,8,26,0,0,0,1,0,0,17,388,142.2,3,3
Murray,36,Glenn,Murray,17,57,1,2.5,61,2.9,1233,6,0,6,20,0,0,1,5,0,0,9,167,78.6,4,3
Hemed,36,Tomer,Hemed,10,48,0,1.3,41,2.7,775,2,2,3,6,0,0,0,0,0,0,5,110,40.0,4,3
Baldock,36,Sam,Baldock,9,49,0,0.0,1,1.0,24,0,0,0,0,0,0,0,0,0,0,0,1,0.7,4,3
Heaton,90,Tom,Heaton,1,47,0,1.5,8,2.0,305,0,0,0,4,0,0,0,0,0,8,0,48,5.3,1,4
Robinson,90,Paul,Robinson,17,45,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4
Lowton,90,Matthew,Lowton,2,44,0,2.0,53,4.1,1170,0,1,6,10,0,0,0,0,0,0,2,234,38.9,2,4
Mee,90,Ben,Mee,6,49,1,14.6,72,3.4,1890,0,0,8,20,0,0,0,3,0,0,6,370,83.3,2,4
Ward,90,Stephen,Ward,23,48,1,8.2,76,4.5,1470,1,1,7,12,0,0,0,1,0,0,9,318,51.5,2,4
Tarkowski,90,James,Tarkowski,5,47,0,4.7,71,3.5,1800,0,0,9,15,0,0,0,3,0,0,1,353,75.4,2,4
Long,90,Kevin,Long,28,41,0,6.5,27,5.4,450,0,1,3,5,0,0,0,0,0,0,4,117,18.7,2,4
Taylor,90,Charlie,Taylor,3,42,0,0.4,15,2.1,589,0,0,2,8,0,0,0,3,0,0,0,89,15.5,2,4
Arfield,90,Scott,Arfield,37,49,2,0.4,52,3.5,1175,2,2,6,13,0,0,0,3,0,0,6,159,56.6,3,4
Marney,90,Dean,Marney,8,44,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,4
Gudmundsson,90,Johann Berg,Gudmundsson,17,50,0,0.7,66,3.0,1688,1,5,8,17,0,0,0,2,0,0,1,275,115.5,3,4
Defour,90,Steven,Defour,16,54,0,0.4,61,2.7,1908,1,1,12,16,0,0,0,5,0,0,0,337,74.9,3,4
Hendrick,90,Jeff,Hendrick,13,54,0,0.2,60,3.0,1536,2,1,8,14,0,0,0,0,0,0,1,191,65.2,3,4
Brady,90,Robbie,Brady,12,54,1,0.5,56,3.7,1277,1,4,6,12,0,0,0,3,0,0,7,216,97.3,3,4
Westwood,90,Ashley,Westwood,18,43,0,0.1,7,1.0,56,0,0,0,1,0,0,0,0,0,0,0,26,2.1,3,4
Walters,90,Jonathan,Walters,19,51,0,0.1,3,1.0,36,0,0,0,2,0,0,0,0,0,0,0,3,1.1,3,4
Cork,90,Jack,Cork,4,46,0,3.3,62,2.7,2070,1,1,10,20,0,0,0,5,0,0,3,324,70.8,3,4
Vokes,90,Sam,Vokes,9,57,1,2.0,40,2.4,584,3,1,1,8,0,0,0,2,0,0,6,112,46.3,4,4
Gray,57,Andre,Gray,18,63,0,1.9,62,2.8,1192,4,3,5,24,0,0,0,1,0,0,3,184,82.5,4,18
Barnes,90,Ashley,Barnes,10,52,0,1.0,40,1.8,986,3,0,3,10,0,0,0,4,0,0,2,124,67.8,4,4
Courtois,8,Thibaut,Courtois,13,55,0,13.6,99,4.3,2070,0,0,12,16,0,0,0,1,0,46,2,428,34.1,1,5
Eduardo,8,Eduardo,dos Reis Carvalho,37,47,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,5
Caballero,8,Willy,Caballero,1,48,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,5
Azpilicueta,8,César,Azpilicueta,28,70,3,23.1,121,5.5,1980,1,6,11,16,1,0,0,1,0,0,16,576,101.9,2,5
Cahill,8,Gary,Cahill,24,62,0,3.0,53,3.1,1256,0,0,7,12,0,0,0,0,1,0,2,285,39.8,2,5
Zouma,110,Kurt,Zouma,6,54,0,1.9,48,2.4,1775,1,0,3,37,0,0,0,1,0,0,4,340,77.7,2,15
Alonso,8,Marcos,Alonso,3,73,4,25.9,131,5.7,1979,6,1,11,16,0,0,0,5,0,0,13,492,153.5,2,5
David Luiz,8,David,Luiz Moreira Marinho,30,57,0,7.9,29,3.6,716,1,1,3,9,0,0,0,2,1,0,0,165,26.3,2,5
Moses,8,Victor,Moses,15,64,1,1.2,62,3.9,1152,0,2,7,5,0,0,0,1,0,0,2,241,58.1,2,5
Rüdiger,8,Antonio,Rüdiger,2,59,2,3.5,81,5.1,1374,2,1,8,10,0,0,0,3,0,0,8,371,53.3,2,5
Hazard,8,Eden,Hazard,10,106,3,7.3,96,5.1,1248,6,4,7,9,0,0,0,1,0,0,15,353,166.4,3,5
Fàbregas,8,Cesc,Fàbregas,4,68,1,3.3,58,2.9,1402,1,4,7,12,0,0,0,2,1,0,4,349,169.6,3,5
Willian,8,Willian,Borges Da Silva,22,67,2,7.7,82,3.6,1108,3,6,8,8,0,0,0,0,0,0,7,319,132.6,3,5
Matic,1,Nemanja,Matic,31,48,0,8.7,58,2.5,2033,0,1,13,14,0,0,0,3,0,0,0,352,76.9,3,12
Loftus-Cheek,31,Ruben,Loftus-Cheek,8,46,0,6.0,53,3.3,1329,1,4,3,24,0,0,0,0,0,0,2,236,91.7,3,6
Pedro,8,Pedro,Rodríguez Ledesma,11,77,1,1.2,62,3.4,972,4,2,7,5,0,0,0,1,0,0,2,188,90.7,3,5
Kenedy,8,Robert Kenedy,Nunes do Nascimento,16,47,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,5
Kanté,8,N'Golo,Kanté,7,49,0,11.8,64,3.2,1734,1,1,12,11,0,0,0,2,0,0,6,395,103.4,3,5
Chalobah,57,Nathaniel,Chalobah,14,43,0,0.7,12,2.4,429,0,0,3,7,0,0,0,1,0,0,0,37,19.6,3,18
Batshuayi,8,Michy,Batshuayi,23,81,1,0.6,20,1.8,261,2,0,0,7,1,0,0,0,0,0,3,64,17.8,4,5
Costa,8,Diego,Da Silva Costa,19,95,0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,5
Hennessey,31,Wayne,Hennessey,13,43,0,1.1,47,3.9,1080,0,0,3,19,0,0,0,0,0,42,7,238,29.9,1,6
Speroni,31,Julian,Speroni,1,41,1,5.3,36,3.3,990,0,0,2,14,0,0,0,0,0,30,3,175,21.3,1,6
Tomkins,31,James,Tomkins,5,43,0,2.1,44,3.1,1132,1,0,4,13,0,0,0,2,0,0,1,231,36.4,2,6
Dann,31,Scott,Dann,6,47,0,0.4,32,1.9,1434,1,0,1,26,0,0,0,4,0,0,0,211,67.0,2,6
Ward,31,Joel,Ward,2,47,0,0.2,27,1.9,1214,0,1,2,20,1,0,0,3,0,0,0,207,43.4,2,6
Kelly,31,Martin,Kelly,34,42,0,0.7,29,3.6,648,0,0,4,7,0,0,0,1,0,0,1,131,19.6,2,6
Delaney,31,Damien,Delaney,27,42,0,0.2,0,0.0,90,0,0,0,4,0,0,0,0,0,0,0,19,4.0,2,6
Souaré,31,Pape,Souaré,23,45,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,6
Schlupp,31,Jeffrey,Schlupp,15,47,0,0.3,39,2.1,1560,0,0,3,26,0,0,0,3,0,0,0,228,60.8,2,6
van Aanholt,31,Patrick,van Aanholt,3,51,0,0.8,20,1.5,841,0,0,2,16,0,0,0,4,0,0,0,124,31.4,2,6
Puncheon,31,Jason,Puncheon,42,45,0,0.3,11,1.1,574,0,0,0,14,0,0,0,5,0,0,0,38,25.1,3,6
Zaha,31,Wilfried,Zaha,11,69,0,5.4,66,3.9,1516,4,3,6,18,0,0,0,3,0,0,0,188,145.7,3,6
McArthur,31,James,McArthur,18,43,1,3.1,50,2.8,1116,3,0,3,13,0,0,0,3,0,0,6,192,63.8,3,6
Lee Chung-yong,31,Chung-yong,Lee,14,43,0,0.3,4,1.3,110,0,0,0,2,0,0,0,0,0,0,0,11,4.2,3,6
Cabaye,31,Yohan,Cabaye,7,54,0,0.3,46,2.4,1423,0,3,4,21,0,0,0,4,0,0,3,267,105.0,3,6
Sako,31,Bakary,Sako,26,49,0,0.1,33,2.4,336,3,0,1,6,0,0,0,0,0,0,1,102,39.5,3,6
Townsend,31,Andros,Townsend,10,56,0,1.0,72,3.3,1888,1,5,4,31,0,0,0,1,0,0,6,335,135.8,3,6
Milivojevic,31,Luka,Milivojevic,4,46,0,1.9,64,3.0,1729,4,0,4,30,0,0,1,5,0,0,8,290,92.9,3,6
Wickham,31,Connor,Wickham,21,54,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,6
Benteke,31,Christian,Benteke,17,76,0,2.3,41,2.4,1388,1,3,5,19,0,0,1,5,0,0,3,52,85.0,4,6
Pickford,11,Jordan,Pickford,1,49,2,8.1,90,3.9,2070,0,0,6,38,0,1,0,0,0,77,12,464,60.4,1,7
Robles,11,Joel,Robles,33,43,0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,7
Stekelenburg,11,Maarten,Stekelenburg,22,42,0,0.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,7
Baines,11,Leighton,Baines,3,56,1,3.0,36,2.8,1099,2,1,1,25,0,0,0,1,0,0,2,189,51.0,2,7
Coleman,11,Seamus,Coleman,23,64,0,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,7
Jagielka,11,Phil,Jagielka,6,47,1,2.5,26,1.7,1174,0,0,2,29,0,0,0,1,0,0,4,234,38.1,2,7
Pennington,11,Matthew,Pennington,38,40,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,7
Funes Mori,11,Ramiro,Funes Mori,25,49,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,7
Williams,11,Ashley,Williams,5,52,1,2.8,52,2.9,1428,1,0,5,21,0,0,0,3,0,0,3,285,57.0,2,7
Holgate,11,Mason,Holgate,30,43,0,1.9,33,2.8,1080,0,0,4,13,0,0,0,3,0,0,0,193,45.9,2,7
Kenny,11,Jonjoe,Kenny,43,46,1,5.8,45,3.0,1274,0,2,5,23,0,0,0,2,0,0,2,271,48.8,2,7
Keane,11,Michael,Keane,4,53,0,4.6,35,2.2,1344,0,0,3,28,0,0,0,2,0,0,5,272,42.6,2,7
Bolasie,11,Yannick,Bolasie,7,64,0,0.1,7,1.8,196,0,0,1,4,0,0,0,0,0,0,0,13,3.5,3,7
Mirallas,11,Kevin,Mirallas,11,60,0,0.8,5,1.0,135,0,0,0,8,0,0,0,1,0,0,0,19,7.9,3,7
Barkley,8,Ross,Barkley,8,73,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,5
McCarthy,11,James,McCarthy,16,49,0,0.0,4,1.3,144,0,0,0,5,0,0,0,0,0,0,0,25,3.2,3,7
Barry,35,Gareth,Barry,18,45,0,0.9,48,2.4,1537,1,2,4,24,0,0,0,3,0,0,0,246,73.6,3,19
Besic,11,Muhamed,Besic,21,43,0,0.2,2,1.0,46,0,0,0,0,0,0,0,0,0,0,0,10,3.0,3,7
Lennon,11,Aaron,Lennon,12,54,0,0.1,31,2.1,788,0,2,3,14,0,0,0,0,0,0,0,84,22.7,3,7
Schneiderlin,11,Morgan,Schneiderlin,2,47,0,0.5,31,1.7,1331,0,0,4,23,0,0,0,2,1,0,0,213,34.3,3,7
Gueye,11,Idrissa,Gueye,17,48,0,0.8,46,2.2,1759,1,0,5,31,0,0,0,4,1,0,2,324,58.6,3,7
Davies,11,Tom,Davies,26,52,0,0.4,32,1.6,1036,0,2,4,15,0,0,0,6,0,0,0,118,33.5,3,7
Lookman,11,Ademola,Lookman,31,51,0,0.1,10,1.4,153,0,1,0,6,0,0,0,0,0,0,0,30,7.5,3,7
Klaassen,11,Davy,Klaassen,20,70,0,0.3,4,1.0,187,0,0,0,4,0,0,0,0,0,0,0,10,4.8,3,7
Calvert-Lewin,11,Dominic,Calvert-Lewin,29,55,1,10.3,68,3.0,1548,3,6,6,21,0,0,0,3,0,0,3,189,100.2,4,7
Sandro,11,Sandro,Ramírez,9,71,0,0.4,10,1.3,275,0,0,1,7,0,0,0,0,0,0,0,21,9.8,4,7
Rooney,11,Wayne,Rooney,10,75,2,15.1,94,4.9,1428,10,3,4,24,0,0,2,5,0,0,19,378,123.6,4,7
Coleman,38,Joel,Coleman,13,40,0,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,8
Lössl,38,Jonas,Lössl,1,46,1,7.9,84,3.7,2070,0,1,7,39,0,1,0,0,0,59,7,443,52.2,1,8
Schindler,38,Christopher,Schindler,26,46,4,3.8,65,3.0,1946,0,2,6,35,0,0,0,4,1,0,12,439,76.8,2,8
Löwe,38,Chris,Löwe,15,44,0,1.7,49,2.7,1234,0,0,6,20,0,0,0,0,0,0,0,256,30.6,2,8
Smith,38,Tommy,Smith,2,48,0,0.3,40,2.1,1519,0,1,4,26,0,0,0,5,0,0,2,251,51.6,2,8
Hefele,38,Michael,Hefele,44,42,0,0.1,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.4,2,8
Cranie,38,Martin,Cranie,14,40,0,0.3,2,0.7,179,0,0,0,7,0,0,0,0,0,0,0,35,4.7,2,8
Stankovic,38,Jon Gorenc,Stankovic,27,39,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,8
Hudson,38,Mark,Hudson,5,40,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,8
Zanka,38,Mathias,Jorgensen,25,46,2,7.5,65,2.8,2070,0,2,7,39,0,0,0,4,0,0,4,388,61.2,2,8
Mooy,38,Aaron,Mooy,10,54,2,6.7,82,3.6,1978,4,2,7,36,0,0,0,2,0,0,6,400,136.7,3,8
van La Parra,38,Rajiv,van La Parra,17,48,0,0.1,36,1.9,1204,1,0,4,24,0,0,0,2,1,0,0,127,60.8,3,8
Hogg,38,Jonathan,Hogg,6,44,0,0.3,26,1.7,1110,0,0,4,22,0,0,0,2,1,0,0,209,29.3,3,8
Billing,38,Philip,Billing,8,44,0,0.2,12,1.7,420,0,0,3,5,0,0,0,2,0,0,0,52,12.6,3,8
Lolley,38,Joe,Lolley,18,43,0,0.1,11,1.8,217,1,0,0,5,0,0,0,1,0,0,0,28,11.8,3,8
Payne,38,Jack,Payne,16,45,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,8
Whitehead,38,Dean,Whitehead,4,43,0,0.1,3,1.0,65,0,0,0,3,0,0,0,0,0,0,0,13,0.7,3,8
Bunn,38,Harry,Bunn,11,45,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,8
Scannell,38,Sean,Scannell,7,45,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,8
Kachunga,38,Elias,Kachunga,9,57,0,0.1,44,2.6,1253,1,1,6,23,0,0,0,1,0,0,0,146,53.8,3,8
Ince,38,Tom,Ince,22,55,0,0.5,60,2.7,1912,1,1,6,33,0,0,0,0,0,0,3,195,99.8,3,8
Palmer,8,Kasey,Palmer,45,53,0,0.0,4,1.0,168,0,0,1,2,0,0,0,2,0,0,0,9,7.2,3,5
Williams,38,Danny,Williams,19,49,0,0.0,23,1.4,914,0,0,0,19,0,0,0,2,0,0,0,116,20.3,3,8
Wells,90,Nahki,Wells,21,49,0,0.0,4,1.0,22,0,0,0,1,0,0,0,0,0,0,0,5,2.6,4,4
Quaner,38,Collin,Quaner,23,46,0,5.7,27,1.9,702,0,3,2,13,0,0,0,2,0,0,0,108,52.3,4,8
Depoitre,38,Laurent,Depoitre,20,55,1,7.8,70,3.5,1310,5,2,4,26,0,0,0,1,0,0,11,214,69.3,4,8
Mounie,38,Steve,Mounie,24,57,1,0.9,44,2.9,853,4,0,4,18,0,0,0,2,0,0,6,140,60.3,4,8
Schmeichel,13,Kasper,Schmeichel,1,50,2,4.1,88,3.8,2070,0,0,6,32,1,1,0,2,0,74,12,437,55.1,1,9
Hamer,13,Ben,Hamer,12,44,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,9
Morgan,13,Wes,Morgan,5,45,0,2.2,45,2.0,1917,0,0,4,32,0,0,0,3,0,0,1,271,53.7,2,9
Fuchs,13,Christian,Fuchs,28,48,1,2.1,48,2.8,1368,0,1,4,20,0,0,0,1,0,0,6,260,51.5,2,9
Simpson,13,Danny,Simpson,2,43,0,1.7,43,2.3,1659,0,0,4,27,0,0,0,1,0,0,0,255,48.1,2,9
Huth,13,Robert,Huth,6,48,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,9
Benalouane,13,Yohan,Benalouane,29,43,0,0.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,9
Chilwell,13,Benjamin,Chilwell,3,43,0,0.5,28,2.2,907,0,0,3,13,0,0,0,0,1,0,0,168,29.4,2,9
Wagué,57,Molla,Wagué,13,45,0,0.1,17,3.4,378,1,0,1,7,0,0,0,0,0,0,0,78,14.0,2,18
Maguire,13,Harry,Maguire,15,54,1,11.5,86,3.7,2070,2,4,6,32,0,0,0,4,0,0,8,477,95.9,2,9
Mahrez,13,Riyad,Mahrez,26,86,2,12.1,129,5.6,1849,7,10,6,29,0,0,0,1,0,0,14,438,168.9,3,9
Albrighton,13,Marc,Albrighton,11,56,2,3.1,82,3.6,1657,2,6,5,25,0,0,0,3,0,0,11,324,105.1,3,9
King,13,Andy,King,10,42,0,3.6,23,2.1,533,1,1,0,12,0,0,0,1,0,0,1,83,21.6,3,9
Drinkwater,8,Daniel,Drinkwater,6,48,1,0.2,20,2.0,350,1,0,1,4,0,0,0,0,0,0,1,85,20.6,3,5
Gray,13,Demarai,Gray,7,53,0,0.9,53,2.4,1061,3,1,3,19,0,0,0,2,0,0,2,204,73.1,3,9
Amartey,13,Daniel,Amartey,18,43,0,0.2,7,1.4,304,0,0,2,5,0,0,0,0,1,0,0,30,6.0,3,9
